kota,jamCuaca,kodeCuaca,humidity,tempC,tempF,iqa,wind_dir_deg,wind_spd_km_h,pressure_mbar
Banjarnegara,2023-11-22 18:00:00,3,95,21.0,70.0,58,187,8.8,1009
Bantaeng,2023-11-22 00:00:00,1,75,28.0,82.0,31,110,12.0,1010
Bantaeng,2023-11-22 06:00:00,1,60,34.0,93.0,53,110,16.9,1010
Bantaeng,2023-11-22 12:00:00,3,70,29.0,84.0,53,102,24.8,1007
Bantaeng,2023-11-22 18:00:00,3,80,25.0,77.0,55,108,19.6,1008
Bantul,2023-11-22 00:00:00,3,85,26.0,79.0,51,175,1.9,1011
Bantul,2023-11-22 06:00:00,1,65,32.0,90.0,62,175,2.7,1010
Bantul,2023-11-22 12:00:00,1,80,27.0,81.0,61,167,17.0,1009
Bantul,2023-11-22 18:00:00,3,95,24.0,75.0,54,167,15.3,1008
Banyumas,2023-11-22 00:00:00,3,80,26.0,79.0,47,159,2.4,1012
Banyumas,2023-11-22 06:00:00,4,60,31.0,88.0,59,159,2.2,1010
Banyumas,2023-11-22 12:00:00,4,85,26.0,79.0,58,161,10.5,1009
Banyumas,2023-11-22 18:00:00,3,90,23.0,73.0,53,162,11.2,1008
Banyuwangi,2023-11-22 00:00:00,3,90,27.0,81.0,40,148,4.2,1011
Banyuwangi,2023-11-22 06:00:00,0,60,32.0,90.0,45,148,4.6,1011
Banyuwangi,2023-11-22 12:00:00,1,85,27.0,81.0,38,148,10.5,1009
Banyuwangi,2023-11-22 18:00:00,1,85,25.0,77.0,36,147,9.1,1009
Barru,2023-11-22 00:00:00,60,75,27.0,81.0,45,221,10.6,1009
Barru,2023-11-22 06:00:00,1,60,34.0,93.0,40,221,6.2,1009
Barru,2023-11-22 12:00:00,3,75,29.0,84.0,43,212,1.1,1007
Barru,2023-11-22 18:00:00,3,85,25.0,77.0,54,214,7.1,1006
Batam,2023-11-22 00:00:00,60,80,28.0,82.0,88,353,11.6,1010
Batam,2023-11-22 06:00:00,60,65,32.0,90.0,78,353,13.6,1007
Batam,2023-11-22 12:00:00,61,85,26.0,79.0,74,353,20.6,1009
Batam,2023-11-22 18:00:00,60,95,25.0,77.0,76,353,9.3,1009
Batang,2023-11-22 00:00:00,1,70,28.0,82.0,79,39,10.3,1010
Batang,2023-11-22 06:00:00,3,50,34.0,93.0,76,39,9.3,1008
Batang,2023-11-22 12:00:00,3,80,27.0,81.0,76,10,13.0,1008
Batang,2023-11-22 18:00:00,4,90,26.0,79.0,85,37,22.4,1005
Batu,2023-11-22 00:00:00,1,90,20.0,68.0,62,131,2.2,1013
Batu,2023-11-22 06:00:00,95,55,31.0,88.0,53,131,2.8,1012
Batu,2023-11-22 12:00:00,95,90,19.0,66.0,55,141,1.7,1009
Batu,2023-11-22 18:00:00,45,90,18.0,64.0,55,175,2.2,1009
Bekasi,2023-11-22 00:00:00,1,75,26.0,79.0,127,1,18.5,1006
Bekasi,2023-11-22 06:00:00,61,70,36.0,97.0,104,1,3.9,1001
Bekasi,2023-11-22 12:00:00,61,90,28.0,82.0,90,1,7.3,1000
Bekasi,2023-11-22 18:00:00,60,90,25.0,77.0,102,1,11.1,1001
Bengkalis,2023-11-22 00:00:00,3,95,25.0,77.0,33,352,13.3,1010
Bengkalis,2023-11-22 06:00:00,4,85,28.0,82.0,31,352,11.6,1008
Bengkalis,2023-11-22 12:00:00,60,85,27.0,81.0,30,297,10.1,1010
Bengkalis,2023-11-22 18:00:00,3,95,25.0,77.0,30,343,18.2,1008
Bengkayang,2023-11-22 00:00:00,60,100,24.0,75.0,46,262,2.2,1010
Bengkayang,2023-11-22 06:00:00,63,65,31.0,88.0,38,262,1.2,1008
Bengkayang,2023-11-22 12:00:00,60,100,24.0,75.0,35,242,3.9,1008
Bengkayang,2023-11-22 18:00:00,3,100,23.0,73.0,29,253,4.7,1007
Bengkulu,2023-11-22 00:00:00,60,95,25.0,77.0,76,170,3.5,1012
Bengkulu,2023-11-22 06:00:00,60,75,31.0,88.0,58,170,4.3,1009
Bengkulu,2023-11-22 12:00:00,60,95,25.0,77.0,57,170,7.0,1010
Bengkulu,2023-11-22 18:00:00,1,95,25.0,77.0,59,170,4.8,1008
Bima,2023-11-22 00:00:00,1,80,26.0,79.0,42,174,5.1,1010
Bima,2023-11-22 06:00:00,3,50,34.0,93.0,62,174,5.9,1010
Bima,2023-11-22 12:00:00,3,85,26.0,79.0,62,156,4.8,1008
Bima,2023-11-22 18:00:00,1,90,25.0,77.0,53,156,5.4,1008
Binjai,2023-11-22 00:00:00,60,90,23.0,73.0,26,319,4.5,1012
Binjai,2023-11-22 06:00:00,60,75,27.0,81.0,33,319,1.2,1008
Binjai,2023-11-22 12:00:00,60,85,24.0,75.0,28,353,4.6,1011
Binjai,2023-11-22 18:00:00,1,95,24.0,75.0,27,338,5.8,1008
Bitung,2023-11-22 00:00:00,1,60,28.0,82.0,29,178,14.0,1009
Bitung,2023-11-22 06:00:00,3,60,32.0,90.0,39,178,11.1,1010
Bitung,2023-11-22 12:00:00,1,95,24.0,75.0,37,162,13.5,1008
Bitung,2023-11-22 18:00:00,3,95,24.0,75.0,37,150,12.0,1007
Blitar,2023-11-22 00:00:00,3,80,27.0,81.0,52,162,4.3,1011
Blitar,2023-11-22 06:00:00,1,60,33.0,91.0,53,162,4.9,1010
Blitar,2023-11-22 12:00:00,3,85,26.0,79.0,52,176,19.4,1008
Blitar,2023-11-22 18:00:00,3,90,24.0,75.0,43,178,17.4,1008
Blora,2023-11-22 00:00:00,1,75,27.0,81.0,82,21,5.8,1010
Blora,2023-11-22 06:00:00,3,55,34.0,93.0,78,21,5.4,1009
Blora,2023-11-22 12:00:00,60,80,27.0,81.0,72,23,6.1,1008
Blora,2023-11-22 18:00:00,3,95,25.0,77.0,69,17,14.2,1006
Bogor,2023-11-22 00:00:00,1,75,26.0,79.0,67,177,3.9,1011
Bogor,2023-11-22 06:00:00,95,65,32.0,90.0,58,177,4.9,1010
Bogor,2023-11-22 12:00:00,61,85,26.0,79.0,63,177,5.1,988
Bogor,2023-11-22 18:00:00,3,95,23.0,73.0,59,177,3.9,984
Bojonegoro,2023-11-22 00:00:00,1,80,28.0,82.0,73,28,9.3,1010
Bojonegoro,2023-11-22 06:00:00,0,40,35.0,95.0,72,28,7.7,1009
Bojonegoro,2023-11-22 12:00:00,1,80,29.0,84.0,64,57,10.3,1007
Bojonegoro,2023-11-22 18:00:00,1,90,26.0,79.0,69,61,12.2,1006
Bondowoso,2023-11-22 00:00:00,0,80,27.0,81.0,40,200,4.8,1012
Bondowoso,2023-11-22 06:00:00,0,65,33.0,91.0,47,200,4.1,1011
Bondowoso,2023-11-22 12:00:00,0,75,28.0,82.0,41,213,2.7,1009
Bondowoso,2023-11-22 18:00:00,0,85,24.0,75.0,40,214,1.3,1008
Bontang,2023-11-22 00:00:00,1,85,28.0,82.0,40,116,9.7,1008
Bontang,2023-11-22 06:00:00,1,75,29.0,84.0,38,116,4.3,1008
Bontang,2023-11-22 12:00:00,95,85,26.0,79.0,30,97,10.9,1008
Bontang,2023-11-22 18:00:00,3,100,25.0,77.0,31,96,9.5,1006
Boyolali,2023-11-22 00:00:00,3,75,27.0,81.0,58,205,8.1,1012
Boyolali,2023-11-22 06:00:00,3,55,34.0,93.0,64,205,9.3,1010
Boyolali,2023-11-22 12:00:00,60,80,27.0,81.0,63,196,13.0,1009
Boyolali,2023-11-22 18:00:00,3,95,25.0,77.0,52,188,18.1,1008
Brebes,2023-11-22 00:00:00,3,70,28.0,82.0,41,191,12.3,1010
Brebes,2023-11-22 06:00:00,3,50,33.0,91.0,56,191,12.6,1008
Brebes,2023-11-22 12:00:00,3,80,27.0,81.0,60,190,3.5,1008
Brebes,2023-11-22 18:00:00,3,85,24.0,75.0,68,189,7.9,1006
Bukittinggi,2023-11-22 00:00:00,3,95,18.0,64.0,53,256,2.8,1013
Bukittinggi,2023-11-22 06:00:00,0,60,26.0,79.0,50,256,2.9,1011
Bukittinggi,2023-11-22 12:00:00,60,100,20.0,68.0,53,252,5.5,1012
Bukittinggi,2023-11-22 18:00:00,45,100,18.0,64.0,43,256,6.3,1009
Bulukumba,2023-11-22 00:00:00,1,75,28.0,82.0,32,103,9.1,1009
Bulukumba,2023-11-22 06:00:00,1,60,34.0,93.0,53,103,12.7,1010
Bulukumba,2023-11-22 12:00:00,3,70,29.0,84.0,50,84,20.3,1008
Bulukumba,2023-11-22 18:00:00,3,80,25.0,77.0,51,89,16.0,1007
Buol,2023-11-22 00:00:00,0,90,27.0,81.0,28,178,8.7,1009
Buol,2023-11-22 06:00:00,60,75,33.0,91.0,27,178,8.3,1009
Buol,2023-11-22 12:00:00,1,90,25.0,77.0,27,55,10.9,1008
Buol,2023-11-22 18:00:00,3,95,23.0,73.0,36,64,4.5,1007
Ciamis,2023-11-22 00:00:00,1,85,25.0,77.0,36,145,2.1,1012
Ciamis,2023-11-22 06:00:00,60,65,33.0,91.0,56,145,1.9,1011
Ciamis,2023-11-22 12:00:00,60,80,27.0,81.0,56,139,8.5,1010
Ciamis,2023-11-22 18:00:00,3,90,24.0,75.0,56,144,10.4,1008
Cianjur,2023-11-22 00:00:00,1,85,24.0,75.0,63,12,2.1,1012
Cianjur,2023-11-22 06:00:00,61,60,28.0,82.0,58,12,3.0,1010
Cianjur,2023-11-22 12:00:00,61,85,24.0,75.0,65,360,2.6,1010
Cianjur,2023-11-22 18:00:00,3,95,19.0,66.0,75,21,1.3,1008
Cilacap,2023-11-22 00:00:00,4,75,27.0,81.0,38,129,14.8,1011
Cilacap,2023-11-22 06:00:00,4,60,32.0,90.0,56,129,9.6,1010
Cilacap,2023-11-22 12:00:00,3,80,27.0,81.0,60,149,14.3,1010
Cilacap,2023-11-22 18:00:00,4,95,25.0,77.0,53,150,15.0,1008
Cimahi,2023-11-22 00:00:00,1,85,22.0,72.0,65,19,1.9,1012
Cimahi,2023-11-22 06:00:00,95,75,31.0,88.0,69,19,4.8,1011
Cimahi,2023-11-22 12:00:00,1,95,23.0,73.0,72,354,6.8,1010
Cimahi,2023-11-22 18:00:00,3,95,21.0,70.0,76,5,4.2,1008
Cirebon,2023-11-22 00:00:00,1,75,29.0,84.0,99,56,13.8,1010
Cirebon,2023-11-22 06:00:00,60,55,35.0,95.0,107,56,11.7,1008
Cirebon,2023-11-22 12:00:00,60,80,28.0,82.0,113,56,15.0,1008
Cirebon,2023-11-22 18:00:00,60,90,26.0,79.0,112,56,10.8,1006
Demak,2023-11-22 00:00:00,1,70,28.0,82.0,79,346,12.2,1010
Demak,2023-11-22 06:00:00,3,50,34.0,93.0,75,346,11.3,1009
Demak,2023-11-22 12:00:00,60,80,27.0,81.0,76,318,5.5,1008
Demak,2023-11-22 18:00:00,3,90,26.0,79.0,74,314,15.6,1005
Denpasar,2023-11-22 00:00:00,1,80,26.0,79.0,61,169,8.1,1010
Denpasar,2023-11-22 06:00:00,3,60,34.0,93.0,63,169,5.5,1010
Denpasar,2023-11-22 12:00:00,1,75,30.0,86.0,63,169,15.5,1009
Denpasar,2023-11-22 18:00:00,3,90,26.0,79.0,74,169,20.9,1007
Dompu,2023-11-22 00:00:00,1,80,26.0,79.0,42,144,1.4,1011
Dompu,2023-11-22 06:00:00,60,50,35.0,95.0,55,144,3.2,1011
Dompu,2023-11-22 12:00:00,3,85,26.0,79.0,60,138,5.3,1008
Dompu,2023-11-22 18:00:00,1,90,25.0,77.0,53,170,6.0,1008
Donggala,2023-11-22 00:00:00,0,80,28.0,82.0,23,324,5.8,1009
Donggala,2023-11-22 06:00:00,3,85,33.0,91.0,28,324,8.2,1009
Donggala,2023-11-22 12:00:00,1,90,26.0,79.0,27,275,8.6,1007
Donggala,2023-11-22 18:00:00,1,95,25.0,77.0,24,293,3.4,1007
Dumai,2023-11-22 00:00:00,3,95,25.0,77.0,54,0,8.5,1011
Dumai,2023-11-22 06:00:00,4,90,26.0,79.0,58,0,3.1,1008
Dumai,2023-11-22 12:00:00,60,95,25.0,77.0,55,0,7.5,1010
Dumai,2023-11-22 18:00:00,3,100,24.0,75.0,50,0,8.4,1008
Enrekang,2023-11-22 00:00:00,1,80,24.0,75.0,38,136,5.8,1010
Enrekang,2023-11-22 06:00:00,60,65,30.0,86.0,42,136,5.2,1011
Enrekang,2023-11-22 12:00:00,3,80,25.0,77.0,35,137,7.3,1007
Enrekang,2023-11-22 18:00:00,3,90,21.0,70.0,38,131,0.9,1008
Garut,2023-11-22 00:00:00,1,85,19.0,66.0,36,135,3.9,1014
Garut,2023-11-22 06:00:00,60,70,33.0,91.0,56,135,4.0,1012
Garut,2023-11-22 12:00:00,60,90,20.0,68.0,56,117,8.2,1011
Garut,2023-11-22 18:00:00,3,90,19.0,66.0,56,110,5.8,1009
Gianyar,2023-11-22 00:00:00,1,80,26.0,79.0,43,141,4.0,1011
Gianyar,2023-11-22 06:00:00,1,60,32.0,90.0,43,141,3.8,1010
Gianyar,2023-11-22 12:00:00,1,75,28.0,82.0,40,150,13.9,1009
Gianyar,2023-11-22 18:00:00,1,90,27.0,81.0,39,152,8.2,1009
Gresik,2023-11-22 00:00:00,0,85,28.0,82.0,71,57,8.9,1010
Gresik,2023-11-22 06:00:00,0,50,35.0,95.0,77,57,4.5,1009
Gresik,2023-11-22 12:00:00,1,75,30.0,86.0,80,58,9.4,1008
Gresik,2023-11-22 18:00:00,1,90,26.0,79.0,68,56,15.2,1006
Indramayu,2023-11-22 00:00:00,1,75,29.0,84.0,71,76,15.6,1010
Indramayu,2023-11-22 06:00:00,60,60,37.0,99.0,63,76,13.1,1008
Indramayu,2023-11-22 12:00:00,60,75,30.0,86.0,79,32,13.3,1008
Indramayu,2023-11-22 18:00:00,60,90,25.0,77.0,86,45,17.3,1006
Jambi,2023-11-22 00:00:00,4,100,24.0,75.0,158,317,3.3,1010
Jambi,2023-11-22 06:00:00,60,70,31.0,88.0,113,317,3.4,1008
Jambi,2023-11-22 12:00:00,60,90,25.0,77.0,82,317,2.6,1010
Jambi,2023-11-22 18:00:00,3,100,25.0,77.0,114,317,3.3,1007
Jayapura,2023-11-22 00:00:00,3,70,27.0,81.0,66,71,11.3,1009
Jayapura,2023-11-22 06:00:00,3,70,31.0,88.0,47,71,8.8,1012
Jayapura,2023-11-22 12:00:00,3,85,26.0,79.0,48,71,12.3,1008
Jayapura,2023-11-22 18:00:00,4,95,23.0,73.0,45,71,11.7,1009
Jember,2023-11-22 00:00:00,3,95,24.0,75.0,55,200,0.8,1011
Jember,2023-11-22 06:00:00,95,60,31.0,88.0,54,200,0.6,1011
Jember,2023-11-22 12:00:00,3,90,24.0,75.0,41,191,10.8,1008
Jember,2023-11-22 18:00:00,1,90,22.0,72.0,38,203,4.1,1008
Jeneponto,2023-11-22 00:00:00,1,75,28.0,82.0,32,108,19.8,1009
Jeneponto,2023-11-22 06:00:00,1,60,34.0,93.0,53,108,25.7,1009
Jeneponto,2023-11-22 12:00:00,3,75,29.0,84.0,54,117,33.2,1007
Jeneponto,2023-11-22 18:00:00,3,85,25.0,77.0,58,124,30.4,1006
Jepara,2023-11-22 00:00:00,1,70,28.0,82.0,81,27,12.6,1010
Jepara,2023-11-22 06:00:00,3,50,34.0,93.0,76,27,12.0,1009
Jepara,2023-11-22 12:00:00,60,80,27.0,81.0,77,356,4.9,1008
Jepara,2023-11-22 18:00:00,3,90,26.0,79.0,82,16,13.6,1005
Jombang,2023-11-22 00:00:00,0,85,28.0,82.0,73,142,10.4,1010
Jombang,2023-11-22 06:00:00,0,45,36.0,97.0,69,142,9.6,1009
Jombang,2023-11-22 12:00:00,1,70,29.0,84.0,64,171,4.0,1007
Jombang,2023-11-22 18:00:00,1,90,25.0,77.0,67,180,14.0,1006
Kaimana,2023-11-22 00:00:00,3,75,29.0,84.0,39,128,9.3,1009
Kaimana,2023-11-22 06:00:00,3,65,32.0,90.0,47,128,6.3,1011
Kaimana,2023-11-22 12:00:00,3,90,26.0,79.0,49,158,10.2,1008
Kaimana,2023-11-22 18:00:00,3,95,24.0,75.0,44,140,9.1,1009
Karanganyar,2023-11-22 00:00:00,3,75,27.0,81.0,59,200,10.1,1011
Karanganyar,2023-11-22 06:00:00,3,50,34.0,93.0,63,200,9.0,1009
Karanganyar,2023-11-22 12:00:00,3,80,27.0,81.0,60,205,9.6,1008
Karanganyar,2023-11-22 18:00:00,3,95,25.0,77.0,48,205,21.4,1006
Karawang,2023-11-22 00:00:00,1,75,26.0,79.0,89,319,5.8,1010
Karawang,2023-11-22 06:00:00,61,70,36.0,97.0,89,319,5.8,1010
Karawang,2023-11-22 12:00:00,61,90,28.0,82.0,89,319,5.8,1010
Karawang,2023-11-22 18:00:00,60,90,25.0,77.0,89,319,5.8,1010
Kebumen,2023-11-22 00:00:00,4,75,27.0,81.0,55,155,7.3,1012
Kebumen,2023-11-22 06:00:00,4,60,32.0,90.0,62,155,4.8,1010
Kebumen,2023-11-22 12:00:00,3,80,27.0,81.0,62,158,14.8,1009
Kebumen,2023-11-22 18:00:00,4,95,25.0,77.0,57,159,14.3,1008
Kediri,2023-11-22 00:00:00,1,75,29.0,84.0,54,182,13.1,1011
Kediri,2023-11-22 06:00:00,1,55,34.0,93.0,53,182,15.4,1010
Kediri,2023-11-22 12:00:00,60,85,27.0,81.0,54,163,17.3,1008
Kediri,2023-11-22 18:00:00,1,90,25.0,77.0,47,181,25.0,1007
Kendal,2023-11-22 00:00:00,1,70,28.0,82.0,74,337,6.1,1010
Kendal,2023-11-22 06:00:00,3,50,34.0,93.0,73,337,7.3,1009
Kendal,2023-11-22 12:00:00,60,80,27.0,81.0,76,329,10.1,1008
Kendal,2023-11-22 18:00:00,4,100,26.0,79.0,75,349,10.9,1006
Kendari,2023-11-22 00:00:00,1,80,28.0,82.0,55,62,2.2,1009
Kendari,2023-11-22 06:00:00,3,65,33.0,91.0,55,62,2.4,1011
Kendari,2023-11-22 12:00:00,1,85,27.0,81.0,55,59,13.8,1008
Kendari,2023-11-22 18:00:00,1,95,25.0,77.0,56,63,8.1,1008
Kepahiang,2023-11-22 00:00:00,3,100,21.0,70.0,41,194,1.8,1013
Kepahiang,2023-11-22 06:00:00,95,75,30.0,86.0,44,194,1.6,1010
Kepahiang,2023-11-22 12:00:00,60,100,21.0,70.0,48,236,5.3,1011
Kepahiang,2023-11-22 18:00:00,1,100,21.0,70.0,53,237,2.9,1009
Ketapang,2023-11-22 00:00:00,1,100,25.0,77.0,30,122,13.2,1009
Ketapang,2023-11-22 06:00:00,95,65,31.0,88.0,31,122,12.9,1007
Ketapang,2023-11-22 12:00:00,1,90,24.0,75.0,29,116,7.3,1008
Ketapang,2023-11-22 18:00:00,60,100,23.0,73.0,31,116,8.6,1006
Klungkung,2023-11-22 00:00:00,1,80,26.0,79.0,42,152,3.5,1011
Klungkung,2023-11-22 06:00:00,1,60,32.0,90.0,43,152,2.7,1010
Klungkung,2023-11-22 12:00:00,1,75,28.0,82.0,40,157,12.9,1009
Klungkung,2023-11-22 18:00:00,1,90,27.0,81.0,39,158,7.0,1009
Kolaka,2023-11-22 00:00:00,1,80,28.0,82.0,46,42,5.9,1010
Kolaka,2023-11-22 06:00:00,3,65,33.0,91.0,46,42,5.1,1010
Kolaka,2023-11-22 12:00:00,3,85,27.0,81.0,38,50,3.5,1008
Kolaka,2023-11-22 18:00:00,1,95,25.0,77.0,45,46,4.6,1008
Kudus,2023-11-22 00:00:00,1,75,27.0,81.0,81,146,9.4,1010
Kudus,2023-11-22 06:00:00,3,55,34.0,93.0,76,146,7.4,1009
Kudus,2023-11-22 12:00:00,60,80,27.0,81.0,76,145,11.7,1008
Kudus,2023-11-22 18:00:00,3,100,25.0,77.0,74,140,4.0,1005
Kuningan,2023-11-22 00:00:00,1,75,23.0,73.0,39,185,11.4,1012
Kuningan,2023-11-22 06:00:00,60,60,33.0,91.0,56,185,9.6,1010
Kuningan,2023-11-22 12:00:00,60,85,25.0,77.0,58,201,9.6,1010
Kuningan,2023-11-22 18:00:00,3,95,23.0,73.0,61,217,8.4,1007
Lahat,2023-11-22 00:00:00,60,95,24.0,75.0,67,15,3.7,1011
Lahat,2023-11-22 06:00:00,60,50,33.0,91.0,76,15,2.8,1009
Lahat,2023-11-22 12:00:00,3,70,29.0,84.0,69,63,6.5,1009
Lahat,2023-11-22 18:00:00,3,80,26.0,79.0,69,69,3.8,1007
Lamongan,2023-11-22 00:00:00,1,80,29.0,84.0,69,53,6.5,1010
Lamongan,2023-11-22 06:00:00,0,45,36.0,97.0,78,53,8.4,1009
Lamongan,2023-11-22 12:00:00,1,80,30.0,86.0,81,53,8.4,1007
Lamongan,2023-11-22 18:00:00,3,90,25.0,77.0,74,64,15.6,1006
Langsa,2023-11-22 00:00:00,3,95,24.0,75.0,22,308,3.7,1011
Langsa,2023-11-22 06:00:00,95,65,30.0,86.0,26,308,3.8,1008
Langsa,2023-11-22 12:00:00,60,85,25.0,77.0,22,303,1.6,1011
Langsa,2023-11-22 18:00:00,60,95,24.0,75.0,25,303,3.6,1008
Lhokseumawe,2023-11-22 00:00:00,3,95,24.0,75.0,35,92,3.1,1011
Lhokseumawe,2023-11-22 06:00:00,60,65,30.0,86.0,33,92,6.9,1009
Lhokseumawe,2023-11-22 12:00:00,60,85,25.0,77.0,33,358,2.8,1011
Lhokseumawe,2023-11-22 18:00:00,60,95,24.0,75.0,36,351,5.7,1008
Madiun,2023-11-22 00:00:00,0,70,29.0,84.0,57,175,9.0,1011
Madiun,2023-11-22 06:00:00,0,45,36.0,97.0,59,175,9.3,1009
Madiun,2023-11-22 12:00:00,60,65,30.0,86.0,56,148,7.8,1007
Madiun,2023-11-22 18:00:00,1,90,26.0,79.0,48,152,9.3,1005
Magelang,2023-11-22 00:00:00,3,80,26.0,79.0,57,179,2.9,1013
Magelang,2023-11-22 06:00:00,60,55,31.0,88.0,67,179,3.2,1011
Magelang,2023-11-22 12:00:00,3,85,27.0,81.0,63,189,9.2,1010
Magelang,2023-11-22 18:00:00,3,95,26.0,79.0,58,180,11.4,1009
Magetan,2023-11-22 00:00:00,1,70,28.0,82.0,59,159,5.9,1011
Magetan,2023-11-22 06:00:00,0,45,32.0,90.0,60,159,6.7,1010
Magetan,2023-11-22 12:00:00,60,70,28.0,82.0,58,181,7.7,1009
Magetan,2023-11-22 18:00:00,1,85,25.0,77.0,46,163,8.1,1007
Majalengka,2023-11-22 00:00:00,60,75,24.0,75.0,54,165,8.6,1011
Majalengka,2023-11-22 06:00:00,60,60,36.0,97.0,58,165,7.2,1010
Majalengka,2023-11-22 12:00:00,60,90,25.0,77.0,61,60,5.7,1009
Majalengka,2023-11-22 18:00:00,60,95,23.0,73.0,66,61,7.5,1007
Majene,2023-11-22 00:00:00,1,80,28.0,82.0,39,111,5.0,1008
Majene,2023-11-22 06:00:00,3,70,31.0,88.0,43,111,11.7,1009
Majene,2023-11-22 12:00:00,1,80,28.0,82.0,39,282,6.0,1007
Majene,2023-11-22 18:00:00,3,85,23.0,73.0,40,97,6.7,1006
Malinau,2023-11-22 00:00:00,3,90,25.0,77.0,31,110,0.5,1010
Malinau,2023-11-22 06:00:00,3,65,32.0,90.0,30,110,3.1,1009
Malinau,2023-11-22 12:00:00,95,90,25.0,77.0,30,121,5.1,1007
Malinau,2023-11-22 18:00:00,60,95,23.0,73.0,33,119,3.5,1007
Mamasa,2023-11-22 00:00:00,1,90,19.0,66.0,33,59,4.2,1013
Mamasa,2023-11-22 06:00:00,60,90,19.0,66.0,35,59,4.3,1013
Mamasa,2023-11-22 12:00:00,3,90,19.0,66.0,29,38,1.9,1010
Mamasa,2023-11-22 18:00:00,1,95,19.0,66.0,32,38,3.8,1011
Mamuju,2023-11-22 00:00:00,3,80,28.0,82.0,12,225,7.8,1009
Mamuju,2023-11-22 06:00:00,1,70,31.0,88.0,12,225,5.1,1009
Mamuju,2023-11-22 12:00:00,61,85,24.0,75.0,13,225,7.3,1008
Mamuju,2023-11-22 18:00:00,60,90,22.0,72.0,12,225,1.2,1007
Manado,2023-11-22 00:00:00,1,60,28.0,82.0,29,151,1.8,1009
Manado,2023-11-22 06:00:00,3,60,33.0,91.0,39,151,1.8,1009
Manado,2023-11-22 12:00:00,1,95,23.0,73.0,39,141,18.5,1008
Manado,2023-11-22 18:00:00,1,95,23.0,73.0,39,150,3.7,1007
Manokwari,2023-11-22 00:00:00,60,75,29.0,84.0,57,122,6.2,1009
Manokwari,2023-11-22 06:00:00,60,65,32.0,90.0,57,122,10.1,1011
Manokwari,2023-11-22 12:00:00,3,90,26.0,79.0,57,122,13.4,1008
Manokwari,2023-11-22 18:00:00,3,95,24.0,75.0,57,122,6.3,1009
Maros,2023-11-22 00:00:00,1,75,28.0,82.0,97,282,9.3,1009
Maros,2023-11-22 06:00:00,1,60,34.0,93.0,79,282,7.5,1009
Maros,2023-11-22 12:00:00,3,75,29.0,84.0,80,255,7.9,1006
Maros,2023-11-22 18:00:00,3,85,25.0,77.0,98,261,11.1,1005
Mataram,2023-11-22 00:00:00,1,80,26.0,79.0,56,203,10.5,1011
Mataram,2023-11-22 06:00:00,60,55,32.0,90.0,57,203,9.5,1010
Mataram,2023-11-22 12:00:00,3,85,26.0,79.0,60,203,5.7,1008
Mataram,2023-11-22 18:00:00,1,90,25.0,77.0,63,203,16.3,1008
Medan,2023-11-22 00:00:00,60,90,23.0,73.0,45,316,5.5,1011
Medan,2023-11-22 06:00:00,60,75,33.0,91.0,71,316,5.5,1009
Medan,2023-11-22 12:00:00,60,85,25.0,77.0,74,331,5.5,1010
Medan,2023-11-22 18:00:00,1,95,24.0,75.0,63,330,9.6,1006
Metro,2023-11-22 00:00:00,3,85,27.0,81.0,74,159,9.8,1010
Metro,2023-11-22 06:00:00,60,60,33.0,91.0,67,159,7.7,1008
Metro,2023-11-22 12:00:00,3,80,28.0,82.0,77,124,10.5,1009
Metro,2023-11-22 18:00:00,60,90,25.0,77.0,76,120,11.2,1006
Mojokerto,2023-11-22 00:00:00,0,85,25.0,77.0,76,83,6.6,1010
Mojokerto,2023-11-22 06:00:00,0,40,38.0,100.0,76,83,5.9,1009
Mojokerto,2023-11-22 12:00:00,1,70,31.0,88.0,72,68,9.3,1007
Mojokerto,2023-11-22 18:00:00,1,90,25.0,77.0,69,69,10.9,1006
Nabire,2023-11-22 00:00:00,3,70,27.0,81.0,40,336,5.1,1009
Nabire,2023-11-22 06:00:00,61,70,31.0,88.0,41,336,3.0,1011
Nabire,2023-11-22 12:00:00,3,85,26.0,79.0,43,311,8.2,1008
Nabire,2023-11-22 18:00:00,60,95,23.0,73.0,44,314,0.9,1009
Ngabang,2023-11-22 00:00:00,1,95,24.0,75.0,46,248,2.6,1009
Ngabang,2023-11-22 06:00:00,95,65,31.0,88.0,37,248,1.4,1008
Ngabang,2023-11-22 12:00:00,60,100,24.0,75.0,35,265,2.3,1008
Ngabang,2023-11-22 18:00:00,3,100,23.0,73.0,30,255,5.1,1006
Nganjuk,2023-11-22 00:00:00,0,75,28.0,82.0,60,155,8.6,1011
Nganjuk,2023-11-22 06:00:00,0,45,35.0,95.0,57,155,12.1,1009
Nganjuk,2023-11-22 12:00:00,61,70,29.0,84.0,55,156,10.5,1008
Nganjuk,2023-11-22 18:00:00,1,90,25.0,77.0,54,163,21.2,1006
Pacitan,2023-11-22 00:00:00,3,85,26.0,79.0,54,145,9.9,1011
Pacitan,2023-11-22 06:00:00,0,70,33.0,91.0,58,145,9.8,1010
Pacitan,2023-11-22 12:00:00,3,90,26.0,79.0,57,151,22.5,1009
Pacitan,2023-11-22 18:00:00,1,90,20.0,68.0,52,151,19.0,1008
Padang,2023-11-22 00:00:00,1,90,24.0,75.0,85,198,2.2,1013
Padang,2023-11-22 06:00:00,0,90,26.0,79.0,82,198,3.5,1011
